date,lat,lon,sst_celsius,lss_class
2025-07-17,28.6800,128.2300,29.30,1
2025-07-17,28.6800,128.5700,29.00,1
2025-07-17,28.6900,126.4800,28.44,1
2025-07-17,28.7200,126.4800,28.50,1
2025-07-17,28.7300,126.5100,28.53,1
2025-07-17,28.7300,126.5300,28.52,1
2025-07-17,28.7300,126.6300,28.60,1
2025-07-17,28.7300,126.6500,28.59,1
2025-07-17,28.7300,127.4900,29.04,1
2025-07-17,28.7600,126.5400,28.58,1
2025-07-17,28.7600,126.6000,28.58,1
2025-07-17,28.7700,127.7000,29.09,1
2025-07-17,28.7800,126.5700,28.56,1
2025-07-17,28.7900,128.8200,29.05,1
2025-07-17,28.8000,126.5800,28.52,1
2025-07-17,28.8200,128.9700,29.26,1
2025-07-17,28.8300,127.5500,29.09,1
2025-07-17,28.8400,127.4100,28.97,1
2025-07-17,28.8600,128.8100,29.07,1
2025-07-17,28.8700,126.6500,28.56,1
2025-07-17,28.8700,127.6400,29.03,1
2025-07-17,28.8700,127.9600,28.97,1
2025-07-17,28.8700,128.3000,29.21,1
2025-07-17,28.8800,126.7400,28.46,1
2025-07-17,28.8800,128.4400,29.14,1
2025-07-17,28.8900,126.6300,28.49,1
2025-07-17,28.9000,126.6100,28.44,1
2025-07-17,28.9000,126.6800,28.55,1
2025-07-17,28.9100,126.6000,28.39,1
2025-07-17,28.9100,127.6300,29.09,1
2025-07-17,28.9200,126.6900,28.49,1
2025-07-17,28.9200,128.2600,29.21,1
2025-07-17,28.9400,126.6700,28.50,1
2025-07-17,28.9500,126.5900,28.47,1
2025-07-17,28.9500,126.6400,28.59,1
2025-07-17,28.9800,126.6400,28.61,1
2025-07-17,29.0600,127.4900,28.66,1
2025-07-17,29.0700,126.6300,28.81,1
2025-07-17,29.0900,127.4300,28.62,1
2025-07-17,29.0900,127.5600,28.71,1
2025-07-17,29.1000,127.5700,28.71,1
2025-07-17,29.1000,128.5900,29.15,1
2025-07-17,29.1300,127.5800,28.74,1
2025-07-17,29.1500,127.4300,28.64,1
2025-07-17,29.1600,126.6500,28.77,1
2025-07-17,29.1600,127.4100,28.58,1
2025-07-17,29.1800,127.5200,28.70,1
2025-07-17,29.1900,127.5300,28.77,1
