date,lat,lon,sst_celsius,lss_class
2025-07-01,28.1200,121.3300,29.44,1
2025-07-01,28.1200,121.3400,29.45,1
2025-07-01,28.1200,121.3500,29.55,1
2025-07-01,28.1200,121.3700,29.59,1
2025-07-01,28.1200,121.3800,29.64,1
2025-07-01,28.1200,121.3900,29.69,1
2025-07-01,28.1300,121.0600,29.91,1
2025-07-01,28.1300,121.0700,29.93,1
2025-07-01,28.1300,121.0800,29.91,1
2025-07-01,28.1300,121.0900,29.89,1
2025-07-01,28.1300,121.1000,29.85,1
2025-07-01,28.1300,121.1200,29.79,1
2025-07-01,28.1300,121.2900,29.45,1
2025-07-01,28.1300,121.3100,29.47,1
2025-07-01,28.1300,121.3300,29.60,1
2025-07-01,28.1300,121.3400,29.69,1
2025-07-01,28.1300,121.3500,29.68,1
2025-07-01,28.1300,121.3600,29.65,1
2025-07-01,28.1300,121.3700,29.62,1
2025-07-01,28.1400,121.0800,29.94,1
2025-07-01,28.1400,121.0900,29.95,1
2025-07-01,28.1400,121.1000,29.91,1
2025-07-01,28.1400,121.1100,29.90,1
2025-07-01,28.1400,121.1200,29.89,1
2025-07-01,28.1400,121.2900,29.57,1
2025-07-01,28.1400,121.3000,29.57,1
2025-07-01,28.1400,121.3200,29.60,1
2025-07-01,28.1400,121.3400,29.63,1
2025-07-01,28.1400,121.3500,29.64,1
2025-07-01,28.1400,121.3600,29.66,1
2025-07-01,28.1400,121.3800,29.89,1
2025-07-01,28.1400,121.4500,29.89,1
2025-07-01,28.1400,121.4600,29.88,1
2025-07-01,28.1400,121.4700,29.89,1
2025-07-01,28.1400,121.4800,29.89,1
2025-07-01,28.1500,121.0800,29.97,1
2025-07-01,28.1500,121.0900,29.97,1
2025-07-01,28.1500,121.1000,29.94,1
2025-07-01,28.1500,121.1100,29.95,1
2025-07-01,28.1500,121.1200,29.93,1
2025-07-01,28.1500,121.1300,29.93,1
2025-07-01,28.1500,121.1400,29.91,1
2025-07-01,28.1500,121.2900,29.77,1
2025-07-01,28.1500,121.3000,29.77,1
2025-07-01,28.1500,121.3100,29.77,1
2025-07-01,28.1500,121.3700,29.73,1
2025-07-01,28.1500,121.4600,29.96,1
2025-07-01,28.1500,121.4700,29.96,1
2025-07-01,28.1500,121.4800,29.96,1
2025-07-01,28.1500,121.4900,29.95,1
2025-07-01,28.1500,121.5000,29.92,1
2025-07-01,28.1600,121.1000,30.01,1
2025-07-01,28.1600,121.1100,30.00,1
2025-07-01,28.1600,121.1300,29.98,1
2025-07-01,28.1600,121.1400,29.94,1
2025-07-01,28.1600,121.1500,29.94,1
2025-07-01,28.1600,121.2900,29.98,1
2025-07-01,28.1600,121.3000,29.98,1
2025-07-01,28.1600,121.3800,30.12,1
2025-07-01,28.1600,121.4600,30.04,1
2025-07-01,28.1600,121.4900,30.02,1
2025-07-01,28.1700,121.1100,30.10,1
2025-07-01,28.1700,121.1200,30.06,1
2025-07-01,28.1700,121.1300,30.05,1
2025-07-01,28.1700,121.1400,30.04,1
2025-07-01,28.1700,121.1600,30.07,1
2025-07-01,28.1800,121.1100,30.13,1
2025-07-01,28.1800,121.1200,30.04,1
2025-07-01,28.1800,121.1300,30.04,1
2025-07-01,28.1800,121.1400,30.07,1
2025-07-01,28.1800,121.1600,30.17,1
2025-07-01,28.1800,121.1700,30.29,1
2025-07-01,28.1800,121.3900,30.41,1
2025-07-01,28.1800,121.4100,30.34,1
2025-07-01,28.1800,121.4400,30.23,1
2025-07-01,28.1800,121.6000,29.76,1
2025-07-01,28.1800,122.2200,29.78,1
2025-07-01,28.1900,121.1100,30.22,1
2025-07-01,28.1900,121.1200,30.01,1
2025-07-01,28.1900,121.1300,30.01,1
2025-07-01,28.1900,121.1400,30.17,1
2025-07-01,28.1900,121.1500,30.20,1
2025-07-01,28.1900,121.1600,30.25,1
2025-07-01,28.1900,121.1700,30.32,1
2025-07-01,28.1900,121.1800,30.32,1
2025-07-01,28.1900,121.3900,30.51,1
2025-07-01,28.1900,121.4400,30.29,1
2025-07-01,28.1900,121.4500,30.29,1
2025-07-01,28.2000,121.1200,30.27,1
2025-07-01,28.2000,121.1300,30.54,1
2025-07-01,28.2000,121.1400,30.40,1
2025-07-01,28.2000,121.1500,30.38,1
2025-07-01,28.2000,121.1600,30.38,1
2025-07-01,28.2000,121.1700,30.40,1
2025-07-01,28.2000,121.3900,30.53,1
2025-07-01,28.2000,121.4300,30.38,1
2025-07-01,28.2000,121.6900,29.51,1
2025-07-01,28.2100,121.1200,30.33,1
2025-07-01,28.2100,121.1400,30.42,1
2025-07-01,28.2100,121.1500,30.40,1
2025-07-01,28.2100,121.1600,30.41,1
2025-07-01,28.2100,121.1700,30.41,1
2025-07-01,28.2100,121.1800,30.40,1
2025-07-01,28.2100,121.3900,30.53,1
2025-07-01,28.2100,121.4000,30.45,1
2025-07-01,28.2100,121.4100,30.47,1
2025-07-01,28.2100,121.4200,30.47,1
2025-07-01,28.2100,121.4500,30.39,1
2025-07-01,28.2100,121.5500,29.97,1
2025-07-01,28.2200,121.1300,30.59,1
2025-07-01,28.2200,121.1400,30.49,1
2025-07-01,28.2200,121.1500,30.44,1
2025-07-01,28.2200,121.1800,30.42,1
2025-07-01,28.2200,121.2000,30.46,1
2025-07-01,28.2200,121.2100,30.53,1
2025-07-01,28.2200,121.4000,30.48,1
2025-07-01,28.2200,121.4100,30.46,1
2025-07-01,28.2200,121.4200,30.46,1
2025-07-01,28.2200,121.4400,30.39,1
2025-07-01,28.2200,121.4500,30.38,1
2025-07-01,28.2200,121.5500,29.98,1
2025-07-01,28.2300,121.1300,30.59,1
2025-07-01,28.2300,121.1800,30.45,1
2025-07-01,28.2300,121.1900,30.46,1
2025-07-01,28.2300,121.4100,30.52,1
2025-07-01,28.2300,121.4200,30.52,1
2025-07-01,28.2300,121.4300,30.56,1
2025-07-01,28.2300,121.4400,30.49,1
2025-07-01,28.2300,121.4500,30.45,1
2025-07-01,28.2300,121.4700,30.33,1
2025-07-01,28.2400,121.1800,30.48,1
2025-07-01,28.2400,121.1900,30.50,1
2025-07-01,28.2400,121.4300,30.19,1
2025-07-01,28.2400,121.4400,30.38,1
2025-07-01,28.2400,121.4500,30.45,1
2025-07-01,28.2400,121.4700,30.30,1
2025-07-01,28.2400,121.4800,30.31,1
2025-07-01,28.2400,121.6300,29.44,1
2025-07-01,28.2500,121.1500,30.52,1
2025-07-01,28.2500,121.1800,30.48,1
2025-07-01,28.2500,121.1900,30.50,1
2025-07-01,28.2500,121.4200,30.24,1
2025-07-01,28.2500,121.4300,30.22,1
2025-07-01,28.2500,121.4400,30.38,1
2025-07-01,28.2500,121.4500,30.45,1
2025-07-01,28.2500,121.4600,30.37,1
2025-07-01,28.2500,121.4700,30.34,1
2025-07-01,28.2500,121.4800,30.33,1
2025-07-01,28.2500,121.4900,30.31,1
2025-07-01,28.2600,121.1400,30.57,1
2025-07-01,28.2600,121.1500,30.53,1
2025-07-01,28.2600,121.1800,30.49,1
2025-07-01,28.2600,121.1900,30.51,1
2025-07-01,28.2600,121.4300,30.24,1
2025-07-01,28.2600,121.4400,30.38,1
2025-07-01,28.2600,121.4500,30.43,1
2025-07-01,28.2600,121.4600,30.35,1
2025-07-01,28.2600,121.4700,30.34,1
2025-07-01,28.2600,121.4800,30.32,1
2025-07-01,28.2600,121.5200,30.11,1
2025-07-01,28.2600,121.5300,30.09,1
2025-07-01,28.2600,121.5400,29.97,1
2025-07-01,28.2600,121.5500,29.92,1
2025-07-01,28.2600,121.5600,29.92,1
2025-07-01,28.2600,121.5700,29.93,1
2025-07-01,28.2600,121.6100,29.72,1
2025-07-01,28.2600,121.6300,29.37,1
2025-07-01,28.2600,121.6400,29.43,1
2025-07-01,28.2700,121.1700,30.49,1
2025-07-01,28.2700,121.1800,30.48,1
2025-07-01,28.2700,121.1900,30.52,1
2025-07-01,28.2700,121.2100,30.50,1
2025-07-01,28.2700,121.4500,30.50,1
2025-07-01,28.2700,121.4600,30.38,1
2025-07-01,28.2700,121.4700,30.38,1
2025-07-01,28.2700,121.4800,30.32,1
2025-07-01,28.2700,121.5200,30.09,1
2025-07-01,28.2700,121.5300,30.08,1
2025-07-01,28.2700,121.5400,29.99,1
2025-07-01,28.2700,121.5500,29.90,1
2025-07-01,28.2700,121.5600,29.92,1
2025-07-01,28.2700,121.5700,29.96,1
2025-07-01,28.2800,121.1300,30.54,1
2025-07-01,28.2800,121.1400,30.55,1
2025-07-01,28.2800,121.1500,30.55,1
2025-07-01,28.2800,121.1700,30.50,1
2025-07-01,28.2800,121.1800,30.48,1
2025-07-01,28.2800,121.1900,30.52,1
2025-07-01,28.2800,121.2000,30.50,1
2025-07-01,28.2800,121.2100,30.50,1
2025-07-01,28.2800,121.4400,30.33,1
2025-07-01,28.2800,121.4500,30.43,1
2025-07-01,28.2800,121.4600,30.31,1
2025-07-01,28.2800,121.4700,30.34,1
2025-07-01,28.2800,121.4800,30.28,1
2025-07-01,28.2800,121.5000,30.23,1
2025-07-01,28.2800,121.5100,30.17,1
2025-07-01,28.2800,121.5200,30.08,1
2025-07-01,28.2800,121.5300,30.05,1
2025-07-01,28.2800,121.5400,29.93,1
2025-07-01,28.2800,121.5500,29.78,1
2025-07-01,28.2800,121.5600,29.83,1
2025-07-01,28.2800,121.5700,29.92,1
2025-07-01,28.2800,121.6200,29.61,1
2025-07-01,28.2800,121.6300,29.54,1
2025-07-01,28.2800,121.6900,29.33,1
2025-07-01,28.2800,121.7300,29.33,1
2025-07-01,28.2900,121.1300,30.36,1
2025-07-01,28.2900,121.1400,30.47,1
2025-07-01,28.2900,121.1500,30.52,1
2025-07-01,28.2900,121.1800,30.48,1
2025-07-01,28.2900,121.1900,30.51,1
2025-07-01,28.2900,121.2000,30.49,1
2025-07-01,28.2900,121.2200,30.57,1
2025-07-01,28.2900,121.4500,30.37,1
2025-07-01,28.2900,121.4600,30.53,1
2025-07-01,28.2900,121.4700,30.45,1
2025-07-01,28.2900,121.4800,30.35,1
2025-07-01,28.2900,121.4900,30.23,1
2025-07-01,28.2900,121.5000,30.24,1
2025-07-01,28.2900,121.5100,30.10,1
2025-07-01,28.2900,121.5200,30.03,1
2025-07-01,28.2900,121.5300,29.91,1
2025-07-01,28.2900,121.5400,29.85,1
2025-07-01,28.2900,121.5500,29.54,1
2025-07-01,28.2900,121.5600,29.66,1
2025-07-01,28.2900,121.5700,29.72,1
2025-07-01,28.2900,121.6400,29.45,1
2025-07-01,28.2900,121.6500,29.41,1
2025-07-01,28.2900,121.6600,29.38,1
2025-07-01,28.2900,121.6800,29.00,1
2025-07-01,28.2900,121.6900,29.24,1
2025-07-01,28.2900,121.7000,29.22,1
2025-07-01,28.3000,121.1400,30.51,1
2025-07-01,28.3000,121.1500,30.55,1
2025-07-01,28.3000,121.2000,30.49,1
2025-07-01,28.3000,121.2100,30.51,1
2025-07-01,28.3000,121.4500,30.20,1
2025-07-01,28.3000,121.4600,30.19,1
2025-07-01,28.3000,121.4700,30.37,1
2025-07-01,28.3000,121.4800,30.09,1
2025-07-01,28.3000,121.4900,30.02,1
2025-07-01,28.3000,121.5000,30.07,1
2025-07-01,28.3000,121.5100,29.98,1
2025-07-01,28.3000,121.5200,29.94,1
2025-07-01,28.3000,121.5300,29.88,1
2025-07-01,28.3000,121.5400,29.83,1
2025-07-01,28.3000,121.5500,28.89,1
2025-07-01,28.3000,121.5600,30.02,1
2025-07-01,28.3000,121.6500,29.37,1
2025-07-01,28.3000,121.6600,29.34,1
2025-07-01,28.3000,121.6700,29.33,1
2025-07-01,28.3000,121.6800,29.04,1
2025-07-01,28.3000,121.6900,29.20,1
2025-07-01,28.3000,121.7000,29.18,1
2025-07-01,28.3000,124.6800,30.13,1
2025-07-01,28.3000,125.0300,30.20,1
2025-07-01,28.3100,121.1400,30.52,1
2025-07-01,28.3100,121.1500,30.56,1
2025-07-01,28.3100,121.2000,30.47,1
2025-07-01,28.3100,121.2100,30.48,1
2025-07-01,28.3100,121.4600,30.17,1
2025-07-01,28.3100,121.4700,30.14,1
2025-07-01,28.3100,121.4800,29.96,1
2025-07-01,28.3100,121.4900,29.85,1
2025-07-01,28.3100,121.5000,29.92,1
2025-07-01,28.3100,121.5100,29.92,1
2025-07-01,28.3100,121.5400,30.44,1
2025-07-01,28.3100,121.6500,29.31,1
2025-07-01,28.3100,121.6600,29.29,1
2025-07-01,28.3100,121.6700,29.29,1
2025-07-01,28.3100,121.6800,29.04,1
2025-07-01,28.3100,121.6900,29.17,1
2025-07-01,28.3100,121.7000,29.15,1
2025-07-01,28.3100,121.7100,29.15,1
2025-07-01,28.3100,126.8100,30.39,1
2025-07-01,28.3200,121.1500,30.56,1
2025-07-01,28.3200,121.1600,30.55,1
2025-07-01,28.3200,121.4700,30.13,1
2025-07-01,28.3200,121.4800,29.97,1
2025-07-01,28.3200,121.4900,29.95,1
2025-07-01,28.3200,121.5000,29.95,1
2025-07-01,28.3200,121.6400,29.29,1
2025-07-01,28.3200,121.6500,29.26,1
2025-07-01,28.3200,121.6600,29.24,1
2025-07-01,28.3200,121.6700,29.25,1
2025-07-01,28.3200,121.6800,29.06,1
2025-07-01,28.3200,121.6900,29.09,1
2025-07-01,28.3200,121.7000,29.08,1
2025-07-01,28.3200,121.7100,29.09,1
2025-07-01,28.3300,121.1500,30.53,1
2025-07-01,28.3300,121.1600,30.53,1
2025-07-01,28.3300,121.6500,29.22,1
2025-07-01,28.3300,121.6600,29.20,1
2025-07-01,28.3300,121.6700,29.22,1
2025-07-01,28.3300,121.6800,29.08,1
2025-07-01,28.3300,121.6900,29.03,1
2025-07-01,28.3300,121.7000,29.05,1
2025-07-01,28.3300,121.7100,29.05,1
2025-07-01,28.3300,121.7200,29.10,1
2025-07-01,28.3400,121.6500,29.20,1
2025-07-01,28.3400,121.6600,29.19,1
2025-07-01,28.3400,121.6700,29.20,1
2025-07-01,28.3400,121.6800,29.06,1
2025-07-01,28.3400,121.6900,28.99,1
2025-07-01,28.3400,121.7000,29.01,1
2025-07-01,28.3400,121.7100,29.03,1
2025-07-01,28.3400,121.7200,29.08,1
2025-07-01,28.3500,121.6700,29.20,1
2025-07-01,28.3500,121.6800,29.05,1
2025-07-01,28.3500,121.6900,28.99,1
2025-07-01,28.3500,121.7000,29.02,1
2025-07-01,28.3500,121.7100,29.04,1
2025-07-01,28.3500,121.7200,29.08,1
2025-07-01,28.3600,121.6600,29.19,1
2025-07-01,28.3600,121.6700,29.01,1
2025-07-01,28.3600,121.6800,29.05,1
2025-07-01,28.3600,121.6900,29.02,1
2025-07-01,28.3600,121.7000,29.05,1
2025-07-01,28.3600,121.7100,29.05,1
2025-07-01,28.3600,121.7200,29.09,1
2025-07-01,28.3700,121.6600,29.19,1
2025-07-01,28.3700,121.6700,29.11,1
2025-07-01,28.3700,121.6800,29.08,1
2025-07-01,28.3800,121.6600,29.01,1
2025-07-01,28.3800,121.6700,29.14,1
2025-07-01,28.3800,121.7000,29.10,1
2025-07-01,28.3900,121.6500,29.15,1
2025-07-01,28.3900,121.6600,29.07,1
2025-07-01,28.3900,121.6700,29.10,1
2025-07-01,28.3900,121.6800,29.10,1
2025-07-01,28.3900,121.6900,29.10,1
2025-07-01,28.3900,125.5900,30.14,1
2025-07-01,28.3900,125.6000,30.13,1
2025-07-01,28.4000,121.6500,29.26,1
2025-07-01,28.4000,121.6600,29.23,1
2025-07-01,28.4000,121.6700,29.20,1
2025-07-01,28.4000,121.6800,29.14,1
2025-07-01,28.4000,121.6900,29.11,1
2025-07-01,28.4000,121.7000,29.11,1
2025-07-01,28.4000,121.7200,29.15,1
2025-07-01,28.4000,125.6300,30.14,1
2025-07-01,28.4100,121.6600,29.21,1
2025-07-01,28.4100,121.6700,29.19,1
2025-07-01,28.4100,121.6800,29.14,1
2025-07-01,28.4100,121.6900,29.10,1
2025-07-01,28.4100,121.7000,29.11,1
2025-07-01,28.4100,121.7100,29.18,1
2025-07-01,28.4100,121.7600,29.19,1
2025-07-01,28.4100,121.7700,29.20,1
2025-07-01,28.4100,121.8900,29.23,1
2025-07-01,28.4200,121.6800,29.15,1
2025-07-01,28.4200,121.6900,29.12,1
2025-07-01,28.4200,121.7000,29.14,1
2025-07-01,28.4200,121.7100,29.20,1
2025-07-01,28.4200,121.7200,29.20,1
2025-07-01,28.4200,121.7500,29.24,1
2025-07-01,28.4200,121.7600,29.20,1
2025-07-01,28.4200,121.7700,29.20,1
2025-07-01,28.4200,121.7800,29.20,1
2025-07-01,28.4300,121.6200,29.22,1
2025-07-01,28.4300,121.6300,29.26,1
2025-07-01,28.4300,121.6400,29.28,1
2025-07-01,28.4300,121.6700,29.23,1
2025-07-01,28.4300,121.6800,29.19,1
2025-07-01,28.4300,121.6900,29.16,1
2025-07-01,28.4300,121.7000,29.18,1
2025-07-01,28.4300,121.7100,29.22,1
2025-07-01,28.4300,121.7200,29.23,1
2025-07-01,28.4300,121.7300,29.22,1
2025-07-01,28.4300,121.7400,29.23,1
2025-07-01,28.4300,121.7500,29.23,1
2025-07-01,28.4300,121.7600,29.21,1
2025-07-01,28.4300,121.7700,29.20,1
2025-07-01,28.4300,121.7800,29.22,1
2025-07-01,28.4300,121.8600,29.20,1
2025-07-01,28.4400,121.6100,29.18,1
2025-07-01,28.4400,121.6200,29.24,1
2025-07-01,28.4400,121.6300,29.26,1
2025-07-01,28.4400,121.6500,29.28,1
2025-07-01,28.4400,121.6700,29.27,1
2025-07-01,28.4400,121.6800,29.25,1
2025-07-01,28.4400,121.6900,29.24,1
2025-07-01,28.4400,121.7100,29.27,1
2025-07-01,28.4400,121.7200,29.24,1
2025-07-01,28.4400,121.7300,29.24,1
2025-07-01,28.4400,121.7400,29.23,1
2025-07-01,28.4400,121.7500,29.21,1
2025-07-01,28.4400,121.7600,29.20,1
2025-07-01,28.4400,121.7700,29.19,1
2025-07-01,28.4400,121.7800,29.21,1
2025-07-01,28.4400,121.8500,29.19,1
2025-07-01,28.4400,121.8600,29.21,1
2025-07-01,28.4400,121.8700,29.22,1
2025-07-01,28.4400,126.3800,30.40,1
2025-07-01,28.4500,121.6100,29.25,1
2025-07-01,28.4500,121.6200,29.29,1
2025-07-01,28.4500,121.6300,29.25,1
2025-07-01,28.4500,121.6400,29.25,1
2025-07-01,28.4500,121.6500,29.26,1
2025-07-01,28.4500,121.6600,29.27,1
2025-07-01,28.4500,121.6700,29.27,1
2025-07-01,28.4500,121.6800,29.27,1
2025-07-01,28.4500,121.6900,29.29,1
2025-07-01,28.4500,121.7100,29.32,1
2025-07-01,28.4500,121.7200,29.31,1
2025-07-01,28.4500,121.7300,29.29,1
2025-07-01,28.4500,121.7400,29.26,1
2025-07-01,28.4500,121.7500,29.21,1
2025-07-01,28.4500,121.7600,29.21,1
2025-07-01,28.4500,121.7700,29.19,1
2025-07-01,28.4500,121.7800,29.22,1
2025-07-01,28.4500,121.8700,29.20,1
2025-07-01,28.4600,121.6000,29.27,1
2025-07-01,28.4600,121.6100,29.22,1
2025-07-01,28.4600,121.6200,29.28,1
2025-07-01,28.4600,121.6300,29.23,1
2025-07-01,28.4600,121.6400,29.23,1
2025-07-01,28.4600,121.6500,29.24,1
2025-07-01,28.4600,121.6600,29.29,1
2025-07-01,28.4600,121.6700,29.30,1
2025-07-01,28.4600,121.6800,29.32,1
2025-07-01,28.4600,121.6900,29.34,1
2025-07-01,28.4600,121.7100,29.34,1
2025-07-01,28.4600,121.7200,29.32,1
2025-07-01,28.4600,121.7300,29.31,1
2025-07-01,28.4600,121.7400,29.27,1
2025-07-01,28.4600,121.7500,29.22,1
2025-07-01,28.4600,121.7600,29.22,1
2025-07-01,28.4600,121.7900,29.23,1
2025-07-01,28.4600,121.8700,29.19,1
2025-07-01,28.4600,121.8800,29.21,1
2025-07-01,28.4600,121.8900,29.34,1
2025-07-01,28.4600,121.9000,29.48,1
2025-07-01,28.4700,121.6700,29.33,1
2025-07-01,28.4700,121.6900,29.37,1
2025-07-01,28.4700,121.7100,29.36,1
2025-07-01,28.4700,121.7200,29.35,1
2025-07-01,28.4700,121.7300,29.33,1
2025-07-01,28.4700,121.7400,29.30,1
2025-07-01,28.4700,121.7500,29.26,1
2025-07-01,28.4700,121.7600,29.26,1
2025-07-01,28.4700,121.7700,29.24,1
2025-07-01,28.4700,121.8600,29.13,1
2025-07-01,28.4700,121.8700,29.16,1
2025-07-01,28.4800,121.6500,29.26,1
2025-07-01,28.4800,121.6600,29.34,1
2025-07-01,28.4800,121.6700,29.35,1
2025-07-01,28.4800,121.7100,29.36,1
2025-07-01,28.4800,121.7200,29.35,1
2025-07-01,28.4800,121.7300,29.35,1
2025-07-01,28.4800,121.7400,29.35,1
2025-07-01,28.4800,121.7500,29.29,1
2025-07-01,28.4800,121.7600,29.31,1
2025-07-01,28.4800,121.7700,29.29,1
2025-07-01,28.4800,121.7800,29.28,1
2025-07-01,28.4800,121.8600,29.09,1
2025-07-01,28.4800,121.9200,29.05,1
2025-07-01,28.4900,121.6400,29.32,1
2025-07-01,28.4900,121.6500,29.35,1
2025-07-01,28.4900,121.6600,29.41,1
2025-07-01,28.4900,121.6700,29.40,1
2025-07-01,28.4900,121.6800,29.41,1
2025-07-01,28.4900,121.7100,29.39,1
2025-07-01,28.4900,121.7200,29.39,1
2025-07-01,28.4900,121.7300,29.38,1
2025-07-01,28.4900,121.7400,29.38,1
2025-07-01,28.4900,121.7500,29.33,1
2025-07-01,28.4900,121.7600,29.35,1
2025-07-01,28.4900,121.7700,29.32,1
2025-07-01,28.4900,121.8700,29.06,1
2025-07-01,28.5000,121.6200,29.50,1
2025-07-01,28.5000,121.6300,29.50,1
2025-07-01,28.5000,121.6400,29.21,1
2025-07-01,28.5000,121.6500,29.41,1
2025-07-01,28.5000,121.6600,29.45,1
2025-07-01,28.5000,121.6700,29.46,1
2025-07-01,28.5000,121.7100,29.43,1
2025-07-01,28.5000,121.7200,29.41,1
2025-07-01,28.5000,121.7300,29.40,1
2025-07-01,28.5000,121.7400,29.37,1
2025-07-01,28.5000,121.7500,29.33,1
2025-07-01,28.5000,121.7600,29.33,1
2025-07-01,28.5000,121.7800,29.28,1
2025-07-01,28.5000,121.8700,29.01,1
2025-07-01,28.5000,121.9600,29.02,1
2025-07-01,28.5100,121.6200,29.56,1
2025-07-01,28.5100,121.6300,29.56,1
2025-07-01,28.5100,121.6400,29.55,1
2025-07-01,28.5100,121.6500,29.54,1
2025-07-01,28.5100,121.6600,29.53,1
2025-07-01,28.5100,121.6700,29.53,1
2025-07-01,28.5100,121.8700,29.03,1
2025-07-01,28.5100,121.9000,29.02,1
2025-07-01,28.5100,126.9500,30.64,1
2025-07-01,28.5200,121.6200,29.61,1
2025-07-01,28.5200,121.6300,29.61,1
2025-07-01,28.5200,121.6400,29.60,1
2025-07-01,28.5200,121.6500,29.58,1
2025-07-01,28.5200,121.6600,29.59,1
2025-07-01,28.5200,121.6700,29.59,1
2025-07-01,28.5200,121.6800,29.59,1
2025-07-01,28.5200,121.6900,29.56,1
2025-07-01,28.5200,121.8000,29.29,1
2025-07-01,28.5200,121.8100,29.28,1
2025-07-01,28.5200,121.8700,29.03,1
2025-07-01,28.5200,121.8800,29.05,1
2025-07-01,28.5200,121.8900,29.04,1
2025-07-01,28.5200,122.2700,29.48,1
2025-07-01,28.5300,121.6300,29.67,1
2025-07-01,28.5300,121.6400,29.66,1
2025-07-01,28.5300,121.6500,29.63,1
2025-07-01,28.5300,121.6600,29.63,1
2025-07-01,28.5300,121.6700,29.64,1
2025-07-01,28.5300,121.6800,29.63,1
2025-07-01,28.5300,121.6900,29.63,1
2025-07-01,28.5300,121.8700,29.03,1
2025-07-01,28.5300,121.8800,29.04,1
2025-07-01,28.5300,122.0400,29.32,1
2025-07-01,28.5300,122.0600,29.33,1
